42.0333 25.5659
30.5224 14.5261
8.38397 6.03179
15.4163 9.98058
42.166 25.744
25.8952 13.321
6.84041 4.96751
48.1272 25.3388
25.0873 12.4398
4.82661 7.67691
17.0045 11.0714
23.3463 18.1288
16.3097 14.8731
35.8141 19.2103
5.47643 3.38674
9.0652 3.59009
12.8596 9.99335
8.44239 8.09151
45.0455 20.2565
13.3626 4.69415
2.27397 1.60817
27.7116 13.1981
40.9912 25.3989
23.0239 8.71613
7.50612 9.27131
2.81571 6.3548
33.7602 18.2669
16.1311 12.6495
24.4305 17.7364
17.4387 10.5143
27.3478 19.8804
19.558 11.363
43.1205 23.192
1.93166 0.923941
42.1113 22.4702
31.3302 18.6553
16.1534 9.83
12.5911 6.0127
33.4332 17.2667
29.3202 19.541
2.21797 4.96118
36.4757 17.258
36.6734 22.9873
45.8071 26.6382
4.73228 8.87795
8.69853 9.47715
29.7203 11.703
7.32257 8.28418
19.9336 12.6805
24.7061 9.87752
40.7766 22.1184
32.1842 20.321
15.9927 7.87565
6.12724 8.46735
20.5274 8.28378
40.409 20.9073
21.1571 17.1551
36.8591 23.8603
2.03113 2.51798
2.17267 8.94245
31.378 17.5067
15.3391 7.88488
34.3654 15.8232
11.7182 5.36285
46.583 19.7772
28.442 17.6867
5.13066 9.17322
3.61714 0.788912
35.3204 15.2923
8.47575 11.2892
6.41495 3.12101
13.1849 10.4095
16.0799 10.9248
36.811 15.7876
20.9407 9.44532
11.1504 8.65515
35.0146 23.1039
3.83543 0.556589
23.1212 9.25895
0.484373 2.9722
42.0239 26.4241
27.4087 13.4316
20.9901 8.06552
37.1333 18.2443
19.9867 16.8843
10.8574 7.17264
41.3603 16.6257
34.1467 15.3381
46.3877 24.0389
31.5737 17.5525
25.1951 9.61685
38.2152 21.0361
32.1859 14.3547
47.3699 22.8431
44.8417 20.6232
21.1017 9.0948
8.65423 8.73143
26.2055 16.1358
7.2231 4.63738
5.68567 6.7768
39.9298 23.1728
26.509 18.7023
28.2493 17.5302
36.9169 17.8542
37.7582 17.6827
37.1625 14.6333
26.4911 14.6988
7.52622 2.55034
23.0457 9.79728
9.3095 6.58545
12.5794 9.66108
42.8275 23.7827
48.0702 26.4777
49.3531 27.8399
9.12812 4.48494
48.3059 25.1281
14.4516 10.4708
25.0883 15.7472
2.85056 3.61703
21.427 10.5328
2.18236 8.85199
33.9199 17.5869
25.6921 13.45
3.85747 6.20397
22.719 14.9899
16.42 8.29593
8.47044 5.42756
30.2044 18.5139
32.2713 20.2536
27.2609 18.3523
27.0617 14.7093
3.01295 9.5103
41.4204 24.8461
0.166671 5.00067
43.6663 22.0833
8.5886 11.4961
29.5263 15.474
41.9508 20.4152
42.8068 17.9051
47.555 23.0851
41.1262 17.6706
11.1229 11.3985
12.304 10.1812
37.9232 15.2454
30.0714 18.2547
42.8587 21.2142
49.0705 27.3956
20.3705 14.5728
44.1644 22.4954
34.5773 21.5226
38.0207 19.3241
28.7604 20.5269
26.8674 16.2335
13.441 10.6622
29.7106 20.3911
21.4699 15.1339
16.3924 5.77841
29.8635 14.0726
27.7301 12.2895
49.2373 25.4552
31.3007 13.5595
23.7043 14.9786
25.9728 10.4498
28.002 17.104
26.3098 14.563
48.9943 24.6997
31.0037 19.6347
26.2889 12.0523
9.27674 7.09468
20.8772 10.9459
31.344 16.9406
25.8519 13.1166
34.6294 16.2025
7.98957 2.53683
18.1598 15.7798
17.9422 10.8724
5.40091 5.83675
31.8263 18.8707
49.2392 24.3286
38.4599 19.3619
7.28773 3.23111
41.4438 19.5018
8.74064 6.77017
21.7379 12.2452
16.8473 11.253
24.645 10.1047
35.6478 15.4647
27.3327 19.8814
48.5353 21.2737
29.002 12.5291
37.073 20.8039
1.17287 4.31144
1.77052 -0.00592325
40.5104 16.0685
2.79618 3.6389
49.1573 24.2806
36.4565 15.3218
28.374 17.7633
25.4252 11.203
14.3589 9.042
37.9936 17.4376
45.0208 20.1099
28.3668 14.0547
3.5778 4.9755
28.7616 12.5071
23.327 11.1205
25.0336 11.7048
17.7068 15.4651
11.796 5.15298
17.7047 14.4111
14.0525 9.8668
48.7006 19.8529
20.5132 14.5332
24.8588 12.363
39.0152 24.0941
8.035 5.02548
26.9813 14.4977
29.0441 14.8152
38.6736 24.5652
30.9929 20.6673
46.3152 24.3608
25.6707 16.3296
1.07951 3.21104
25.5622 10.8544
8.49455 2.38852
5.27774 1.05737
22.441 9.14849
14.7881 8.57118
40.0698 17.7263
39.1551 16.8533
40.3055 18.0894
14.8087 6.55674
17.6542 14.9321
21.2477 9.79991
18.0144 14.8478
32.1262 19.7359
12.7252 8.95143
0.583479 3.45554
33.9986 18.8295
33.3919 22.749
21.2765 12.8738
28.8525 19.6562
2.98616 9.56138
5.44516 10.6195
44.0291 18.1539
14.805 7.94405
33.4019 15.522
34.9838 21.5242
43.4292 25.145
8.27822 3.18685
40.5898 22.893
31.7321 13.3796
13.5211 4.98995
16.066 5.62221
10.6785 10.3314
39.1224 19.2503
32.3846 14.824
35.6611 21.5284
49.6683 27.6472
1.41881 3.10268
36.7146 23.8512
27.3003 10.3446
23.6395 12.5628
38.6911 20.2489
8.15649 7.1282
25.8054 17.4413
14.5379 9.44077
38.9379 18.6672
29.7854 18.0022
24.3846 10.0281
27.1465 11.8046
15.4455 14.1546
0.512425 5.47259
6.49605 3.43975
9.49665 10.1303
28.5101 18.1778
20.4699 11.8211
33.4524 20.4417
24.2119 14.8627
20.4651 8.92825
33.8044 15.9745
48.6323 22.4608
13.7249 13.8598
22.8591 8.92626
10.5736 10.5191
25.4944 15.5316
26.8047 11.3133
26.8297 16.0376
9.52939 11.1847
43.5929 24.4768
7.70612 8.32595
33.8084 19.15
28.8233 11.1778
48.9225 28.4741
38.8883 21.6726
32.6365 12.9968
11.0921 8.22487
18.4024 15.4219
31.1646 14.335
18.3421 10.5273
48.7761 22.2124
12.415 11.7801
10.003 8.94347
15.2842 6.67354
48.4153 23.7821
21.5719 8.04425
35.1903 16.6965
45.9258 21.2396
0.607668 7.18151
47.1197 23.5283
3.77902 2.16376
47.4207 23.5319
16.6348 7.49217
21.7702 17.2723
34.3357 13.5335
39.1122 17.7729
23.5998 15.1125
3.00539 6.53593
28.1685 16.7349
21.3209 10.7168
21.8993 14.9217
28.4958 16.6446
33.5332 14.9735
47.6001 19.2408
6.24942 8.93185
16.6935 10.1783
4.71622 2.51133
19.9432 16.5464
44.066 22.3252
33.4531 13.6283
24.9379 14.1759
37.104 20.3833
34.3759 19.1024
29.843 19.494
14.9697 7.53047
7.19436 4.08364
35.2656 20.3824
13.7873 5.39487
30.4334 15.6132
24.7855 15.8256
39.8166 23.6339
29.5511 21.0381
23.5198 10.36
12.946 8.94086
14.5422 9.07401
1.24008 2.26171
44.7769 20.445
20.7467 8.84433
